Order_ID,Product_ID,Sales,Quantity,Discount,profit,customer_id,ship_mode,order_status,purchase_date,delivered_date
CA-2014-144624,OFF-BI-10001634,11.648,2,0.2,-1665.0522,CK-12205,Standard Class,delivered,4/25/2018 21:53,5/2/2018 18:16
CA-2016-138478,TEC-AC-10003027,90.57,3,0,-7.0532,NG-18355,Second Class,delivered,3/23/2017 15:29,3/31/2017 20:20
CA-2016-108196,FUR-BO-10004834,3083.43,7,0.5,15.525,KD-16345,Standard Class,delivered,3/23/2018 15:56,4/5/2018 16:09
CA-2016-100300,OFF-BI-10000474,9.618,2,0.7,1.1016,KH-16690,Second Class,delivered,5/24/2017 8:13,5/26/2017 8:00
CA-2017-118892,FUR-FU-10004848,124.2,3,0.2,9.7092,DP-13000,Second Class,delivered,2/21/2018 16:38,3/23/2018 20:56
CA-2015-117086,OFF-EN-10001509,3.264,2,0.2,-5.715,SC-20095,Standard Class,delivered,3/26/2018 21:29,4/9/2018 20:02
CA-2017-129021,OFF-AR-10004042,86.304,6,0.2,3.546,RD-19810,Second Class,delivered,10/3/2017 12:57,10/18/2017 20:11
CA-2016-129714,OFF-BI-10001525,6.858,6,0.7,9.9468,AD-10180,First Class,delivered,10/22/2017 14:25,10/27/2017 21:23
US-2017-102183,OFF-AR-10001683,15.76,2,0.2,123.4737,RB-19570,Standard Class,delivered,5/28/2018 9:17,6/7/2018 18:34
CA-2015-116638,OFF-PA-10000249,29.472,3,0.2,-147.963,BM-11650,Second Class,delivered,3/12/2018 13:30,4/24/2018 21:50
US-2015-126977,TEC-PH-10004977,1097.544,7,0.2,35.415,PO-18865,Standard Class,delivered,4/12/2018 13:46,4/18/2018 23:26
CA-2014-102988,FUR-FU-10003664,190.92,5,0.6,-46.9764,SS-20875,Second Class,delivered,1/25/2017 1:29,1/31/2017 18:06
US-2017-167402,OFF-EN-10002986,113.328,9,0.2,-15.147,JL-15850,Second Class,delivered,8/5/2018 11:19,8/9/2018 1:03
CA-2016-159016,FUR-BO-10002545,532.3992,3,0.32,41.7564,DP-13165,First Class,delivered,5/18/2018 12:28,6/7/2018 17:28
CA-2014-128209,FUR-CH-10004218,212.058,3,0.3,16.5564,TB-21595,Standard Class,delivered,11/14/2017 22:50,12/5/2017 18:53
CA-2016-128818,TEC-PH-10000486,371.168,4,0.2,3.894,JD-15895,Standard Class,delivered,12/8/2017 14:09,12/18/2017 21:24
CA-2014-164973,TEC-PH-10004093,147.168,4,0.2,9.5616,NK-18490,Standard Class,delivered,2/22/2018 14:54,3/5/2018 20:29
CA-2016-103982,OFF-ST-10003479,77.88,2,0,19.7714,AA-10375,Standard Class,delivered,4/9/2018 16:47,4/12/2018 14:58
CA-2015-120782,OFF-ST-10003282,95.616,2,0.2,8.2062,AM-10360,First Class,delivered,4/15/2018 23:20,4/21/2018 0:31
CA-2014-116246,TEC-AC-10000171,45.98,2,0,8.4784,JE-15475,Second Class,delivered,6/25/2018 19:54,7/5/2018 19:52
CA-2014-168494,OFF-BI-10003291,17.46,2,0,4.95,ON-18715,Second Class,delivered,5/12/2018 20:22,5/30/2018 22:51
CA-2016-122903,OFF-ST-10001713,211.96,4,0,6.104,EP-13915,Second Class,delivered,5/16/2018 22:00,6/7/2018 0:04
CA-2014-163223,TEC-AC-10002167,45,3,0,17.9634,DV-13465,Standard Class,delivered,12/7/2017 15:57,1/9/2018 21:35
CA-2016-107104,TEC-PH-10003988,21.8,2,0,35.3346,LS-16975,Standard Class,delivered,1/23/2018 22:21,2/16/2018 17:34
CA-2017-165323,OFF-BI-10004410,38.22,6,0,2.9568,BW-11110,Standard Class,delivered,11/9/2017 12:23,11/21/2017 23:52
CA-2015-164301,OFF-LA-10002762,75.18,6,0,17.0981,PG-18820,Standard Class,delivered,2/20/2018 10:47,3/7/2018 22:26
CA-2017-133865,FUR-FU-10001706,6.16,2,0,6.2566,RP-19390,Standard Class,delivered,1/22/2018 14:14,2/15/2018 20:47
CA-2016-169663,FUR-CH-10003061,89.99,1,0,298.6855,TB-21595,First Class,delivered,1/7/2018 16:01,1/22/2018 15:38
CA-2016-145625,OFF-FA-10000304,15.26,7,0,52.14,DK-13150,Standard Class,delivered,4/24/2018 22:18,5/4/2018 21:18
CA-2014-144414,TEC-PH-10002447,1029.95,5,0,15.552,SN-20710,Standard Class,delivered,6/13/2018 16:07,6/25/2018 22:05
CA-2015-111829,OFF-ST-10000604,208.56,6,0,7.098,SC-20695,First Class,delivered,11/8/2017 21:07,11/28/2017 19:35
US-2015-150630,OFF-PA-10001569,32.4,5,0,6.9888,CS-12250,Standard Class,shipped,2/28/2018 8:57,
CA-2015-102491,FUR-CH-10003968,319.41,5,0.1,3.3,EM-14065,Standard Class,delivered,6/18/2017 13:04,7/4/2017 14:09
US-2014-106992,OFF-PA-10000587,14.56,2,0,16.362,AB-10060,Second Class,delivered,5/7/2018 1:09,5/24/2018 0:31
CA-2017-159366,TEC-AC-10002167,30,2,0,0.84,ES-14080,First Class,delivered,10/22/2017 17:28,10/27/2017 18:46
US-2015-163825,OFF-BI-10001460,48.48,4,0.2,6.1512,FA-14230,First Class,delivered,6/5/2018 23:41,6/7/2018 22:11
CA-2016-133711,OFF-AR-10001868,1.68,1,0,9.3612,JG-15115,First Class,delivered,12/17/2017 19:30,12/22/2017 16:28
CA-2016-160717,TEC-AC-10004633,13.98,2,0,68.9631,JL-15850,Standard Class,delivered,2/5/2018 12:39,3/2/2018 18:42
CA-2017-133263,OFF-BI-10001078,25.824,6,0.2,22.3328,AR-10825,Second Class,delivered,9/29/2017 16:22,10/6/2017 20:15
CA-2017-127432,OFF-PA-10003892,146.73,3,0,-15.2225,AJ-10795,Standard Class,delivered,8/30/2017 17:49,9/6/2017 22:42
CA-2015-149846,FUR-FU-10000397,79.76,4,0,111.3024,AA-10480,Standard Class,delivered,3/30/2018 21:57,4/12/2018 22:22
US-2017-105935,FUR-CH-10001146,213.115,5,0.3,62.988,CM-12445,Standard Class,delivered,8/28/2017 19:24,8/31/2017 22:49
CA-2014-119375,OFF-AR-10002671,1113.024,8,0.2,35.6636,GB-14530,Standard Class,delivered,11/1/2017 15:25,11/9/2017 18:31
CA-2017-100111,TEC-PH-10002726,167.968,4,0.2,1.731,CC-12550,Standard Class,delivered,6/21/2018 10:44,6/26/2018 22:12
US-2016-126452,OFF-PA-10000482,75.88,2,0,8.763,AF-10885,Standard Class,delivered,11/6/2017 13:43,11/17/2017 17:47
CA-2017-145219,OFF-BI-10004654,4.616,1,0.2,-114.3912,TP-21130,First Class,delivered,8/16/2018 13:09,8/22/2018 19:20
CA-2014-120474,OFF-PA-10004675,19.05,3,0,1.213,TT-21070,First Class,delivered,4/29/2017 20:57,5/11/2017 11:27
CA-2017-102204,FUR-CH-10000513,831.936,8,0.2,-18.196,JD-15895,Standard Class,delivered,2/15/2018 19:02,3/7/2018 20:33
CA-2015-164777,FUR-FU-10003708,97.04,2,0.2,-1.9344,AG-10525,First Class,delivered,7/20/2017 16:59,8/9/2017 20:25
US-2015-100377,OFF-ST-10004123,72.784,1,0.2,-5.8248,DV-13465,Standard Class,delivered,1/18/2018 1:14,2/14/2018 14:38
CA-2016-135265,OFF-BI-10004182,1.248,3,0.8,2.724,GP-14740,Second Class,delivered,6/2/2018 18:03,6/11/2018 19:13
CA-2016-129630,FUR-FU-10000260,9.708,3,0.6,-14.475,AD-10180,Same Day,delivered,4/20/2018 8:18,5/8/2018 16:35
CA-2014-160766,OFF-ST-10000615,27.24,3,0.2,56.2032,MR-17545,Same Day,delivered,3/5/2018 3:46,3/14/2018 16:41
US-2015-160857,FUR-FU-10003194,19.3,5,0.6,8.0352,PB-19150,Standard Class,delivered,5/31/2017 12:45,6/12/2017 11:57
CA-2017-119809,OFF-AP-10002118,208.16,1,0,4.172,GD-14590,Standard Class,delivered,6/2/2018 11:04,6/11/2018 21:42
CA-2014-154627,OFF-BI-10002309,16.74,3,0,6.2031,ZD-21925,First Class,delivered,8/12/2018 15:54,8/22/2018 22:04
CA-2014-117639,OFF-AR-10002053,14.9,5,0,62.8075,MG-18145,Standard Class,delivered,4/24/2017 22:09,5/4/2017 13:34
CA-2017-157854,OFF-ST-10002370,21.39,1,0,-48.9549,MS-17365,Standard Class,delivered,10/3/2017 14:44,10/11/2017 19:07
US-2016-164196,OFF-EN-10000927,200.984,7,0.2,33.2156,CC-12550,Standard Class,delivered,4/26/2018 18:31,5/7/2018 21:18
CA-2015-111038,OFF-ST-10003656,230.376,3,0.2,6.7966,FM-14290,Standard Class,shipped,1/4/2018 20:25,
CA-2017-123967,FUR-CH-10000863,301.96,2,0,2.9568,AR-10510,Second Class,delivered,6/18/2017 17:10,6/23/2017 11:23
CA-2015-123113,TEC-AC-10001998,19.99,1,0,13.8572,CD-11980,Second Class,delivered,12/8/2017 14:09,1/17/2018 20:39
CA-2014-127299,OFF-LA-10000134,6.16,2,0,6.633,CC-12430,Standard Class,delivered,12/27/2017 23:09,1/9/2018 20:44
CA-2015-160227,OFF-ST-10003442,158.368,7,0.2,8.2782,PO-18850,First Class,delivered,4/23/2017 11:33,5/11/2017 12:29
CA-2017-112333,OFF-AR-10004930,20.1,3,0,3.1104,DP-13165,Standard Class,delivered,7/26/2018 12:43,8/9/2018 16:12
US-2016-116729,TEC-PH-10004093,73.584,2,0.2,6.2208,SP-20650,First Class,delivered,11/17/2017 13:00,11/23/2017 14:29
CA-2014-167199,OFF-PA-10000304,6.48,1,0,16.5354,JL-15850,Standard Class,delivered,3/15/2018 22:35,3/26/2018 17:26
CA-2015-120677,OFF-PA-10003177,12.96,2,0,16.1504,CM-12385,Standard Class,delivered,4/19/2018 11:38,4/25/2018 18:15
CA-2016-169670,FUR-FU-10003799,53.34,3,0,-3.788,AS-10135,Standard Class,delivered,3/27/2018 7:36,4/4/2018 19:58
CA-2017-134845,OFF-BI-10002852,32.96,2,0,40.5426,BV-11245,Standard Class,delivered,2/13/2018 17:49,3/5/2018 15:22
CA-2015-135580,OFF-BI-10004738,5.682,1,0.7,17.9592,JF-15355,Standard Class,delivered,9/2/2017 12:03,9/5/2017 13:44
CA-2015-162782,FUR-FU-10000629,96.53,7,0,22.5852,SC-20050,Standard Class,delivered,6/4/2018 12:57,6/13/2018 17:03
US-2014-106992,OFF-BI-10001721,51.312,3,0.2,22.6184,AB-10060,Second Class,delivered,5/7/2018 1:09,5/24/2018 0:31
CA-2017-166093,OFF-AP-10000358,77.88,6,0,-10.7973,XP-21865,Standard Class,delivered,10/24/2017 19:28,10/30/2017 20:34
CA-2017-168858,OFF-PA-10003256,64.624,7,0.2,-3.0396,AR-10405,Standard Class,delivered,5/23/2018 9:07,6/6/2018 16:18
CA-2017-160885,TEC-AC-10001767,95.976,3,0.2,11.7208,CA-12265,Standard Class,delivered,8/6/2018 20:10,8/10/2018 21:58
CA-2015-139731,OFF-BI-10002609,1.788,3,0.8,-26.8758,AS-10225,Same Day,delivered,3/28/2018 11:26,4/4/2018 18:41
CA-2016-104157,OFF-PA-10004040,23.92,4,0,-3.8385,MC-17845,Standard Class,delivered,4/7/2018 18:23,4/21/2018 0:52
CA-2017-121559,TEC-AC-10001552,238.896,6,0.2,-25.8174,AA-10480,Second Class,processing,6/28/2017 21:28,
CA-2017-122490,FUR-FU-10004006,102.36,3,0.2,17.6016,EB-13705,Standard Class,delivered,5/16/2018 12:26,5/29/2018 11:03
US-2017-135013,OFF-BI-10002794,36.882,3,0.7,2.0994,AA-10375,Same Day,delivered,5/4/2018 9:57,5/9/2018 17:57
US-2017-141677,TEC-AC-10003499,74.112,8,0.2,1.0738,VP-21730,Standard Class,shipped,3/27/2018 16:57,
CA-2017-127180,TEC-PH-10002844,27.992,1,0.2,67.992,CL-12565,First Class,delivered,5/19/2018 18:08,5/25/2018 14:26
CA-2016-107202,OFF-AR-10000390,3.304,1,0.2,10.9096,FH-14365,Standard Class,delivered,8/7/2018 20:02,8/15/2018 0:32
CA-2016-108987,TEC-AC-10000844,339.96,5,0.2,22.788,AS-10225,Second Class,delivered,6/15/2018 20:16,6/26/2018 19:14
CA-2017-168109,FUR-FU-10001934,41.96,2,0,13.3476,BV-11245,Same Day,delivered,6/11/2018 12:37,6/21/2018 21:12
US-2017-163300,OFF-AR-10000380,75.96,2,0,14.5348,RO-19780,Standard Class,delivered,2/1/2017 22:26,2/9/2017 15:25
CA-2014-126683,OFF-BI-10003981,27.24,6,0,1.652,RH-19495,Second Class,delivered,1/1/2018 20:49,1/11/2018 10:17
CA-2015-169796,OFF-FA-10000621,40.096,14,0.2,7.4925,NF-18385,Standard Class,delivered,5/12/2017 22:34,5/19/2017 10:19
US-2017-162558,OFF-EN-10002600,4.72,2,0.2,44.0316,NF-18385,First Class,delivered,5/16/2018 12:11,5/25/2018 16:32
CA-2015-124891,OFF-PA-10004965,23.976,3,0.2,165.3813,TB-21520,Same Day,delivered,2/10/2018 9:25,2/22/2018 22:04
US-2016-113677,OFF-EN-10002504,130.464,6,0.2,-115.7156,JL-15175,Standard Class,delivered,11/15/2017 22:30,11/28/2017 19:26
CA-2016-113831,FUR-TA-10001768,787.53,3,0,18.3456,BE-11335,Standard Class,delivered,8/12/2018 21:06,8/22/2018 16:09
CA-2017-100111,OFF-BI-10003650,157.794,1,0.7,13.878,CC-12550,Standard Class,delivered,6/21/2018 10:44,6/26/2018 22:12
CA-2017-143567,FUR-FU-10002157,47.04,3,0,63.4368,CM-12445,Second Class,delivered,4/19/2017 23:39,4/28/2017 11:42
US-2015-134558,OFF-BI-10003910,30.84,4,0,51.759,RC-19825,Second Class,delivered,6/18/2018 23:49,6/22/2018 17:48
CA-2014-136567,OFF-ST-10000777,226.56,6,0,19.7316,RP-19390,First Class,delivered,4/18/2018 20:58,4/20/2018 19:08
CA-2017-119284,OFF-EN-10002500,115.02,9,0,-8.5794,DS-13180,Standard Class,delivered,4/24/2018 14:24,5/7/2018 20:16
CA-2014-169019,TEC-PH-10003875,68.04,7,0,-407.682,GG-14650,Standard Class,delivered,11/17/2017 10:24,11/28/2017 21:55
CA-2017-150091,FUR-CH-10004063,600.558,3,0.3,-1.8308,NP-18670,Standard Class,delivered,6/7/2018 20:38,6/15/2018 15:38
CA-2014-128209,FUR-TA-10004534,617.7,6,0.5,30.499,TB-21595,Standard Class,delivered,11/14/2017 22:50,12/5/2017 18:53
CA-2016-143805,OFF-BI-10003274,2.388,2,0.7,-9.1602,AJ-10960,Second Class,delivered,4/16/2018 22:28,4/18/2018 23:31
CA-2016-163804,OFF-ST-10002974,243.992,7,0.2,26.2416,LC-17140,Standard Class,delivered,7/9/2018 21:16,7/11/2018 16:41
US-2017-110576,FUR-CH-10001146,81.424,2,0.2,-11.994,SJ-20125,Standard Class,delivered,4/27/2018 21:36,5/8/2018 17:35
CA-2014-169726,FUR-FU-10003773,238.56,3,0,29.364,BM-11650,Standard Class,delivered,7/15/2018 7:56,8/1/2018 22:26
CA-2017-149559,TEC-PH-10002293,59.97,5,0.4,6.9732,DP-13165,Same Day,delivered,9/9/2017 12:49,9/25/2017 18:52
CA-2017-107174,OFF-PA-10002377,78.304,2,0.2,9.6192,AD-10180,Standard Class,delivered,3/5/2018 13:48,3/20/2018 19:46
CA-2014-128524,OFF-FA-10002780,21.456,9,0.2,16.6568,MK-18160,First Class,delivered,8/12/2018 11:24,8/17/2018 1:52
CA-2015-147830,OFF-PA-10001804,20.04,3,0,3.456,MT-18070,First Class,delivered,5/29/2017 23:05,6/22/2017 0:32
CA-2017-111738,OFF-PA-10001736,35.44,1,0,1.9698,JK-15640,Standard Class,delivered,4/17/2018 16:34,4/30/2018 23:02
US-2015-126977,OFF-AR-10001149,11.52,4,0,26.6616,PO-18865,Standard Class,delivered,4/12/2018 13:46,4/18/2018 23:26
CA-2015-137113,OFF-FA-10002988,4.02,2,0,18.4464,EH-13945,Second Class,delivered,8/11/2017 13:26,8/19/2017 12:23
CA-2016-155530,OFF-BI-10004781,76.176,3,0.2,20.6976,JH-15910,Standard Class,delivered,3/5/2017 20:49,3/21/2017 12:27
CA-2017-121790,OFF-SU-10001218,65.88,6,0,10.35,HA-14920,Standard Class,delivered,5/10/2018 20:42,6/2/2018 13:04
CA-2014-131926,FUR-FU-10001706,43.12,14,0,2.3814,OT-18730,Second Class,delivered,7/4/2017 23:29,7/10/2017 19:07
CA-2014-163748,FUR-FU-10004848,82.8,2,0.2,5.1042,VB-21745,Standard Class,delivered,6/14/2018 17:16,6/20/2018 20:54
CA-2016-157791,OFF-AR-10000940,8.82,3,0,68.976,FH-14365,Second Class,delivered,4/17/2018 11:58,4/25/2018 12:33
CA-2014-134313,OFF-EN-10004030,10.86,3,0,218.2518,SC-20725,Standard Class,delivered,11/12/2017 11:43,11/30/2017 21:16
CA-2016-133725,OFF-PA-10004327,143.7,3,0,20.1579,DW-13585,Standard Class,delivered,8/1/2018 7:19,8/3/2018 19:06
CA-2017-123372,OFF-AP-10001058,839.43,3,0,12.9096,LS-16975,Standard Class,delivered,3/19/2018 11:10,4/2/2018 12:16
CA-2016-113831,OFF-ST-10003656,671.93,7,0,103.8015,BE-11335,Standard Class,delivered,8/12/2018 21:06,8/22/2018 16:09
CA-2016-114489,FUR-FU-10000521,93.888,4,0.2,5.9988,AS-10240,Standard Class,delivered,12/19/2017 13:02,1/12/2018 10:46
US-2017-118087,TEC-PH-10000215,384.45,11,0,585.552,BP-11095,Standard Class,delivered,6/16/2018 18:30,6/22/2018 19:48
CA-2015-114069,TEC-PH-10001448,149.97,3,0,80.6285,MS-17830,Second Class,delivered,9/5/2017 22:14,9/11/2017 13:27
CA-2017-137596,FUR-CH-10000454,1951.84,8,0,17.766,CS-12400,Standard Class,delivered,7/5/2017 13:00,7/21/2017 18:45
CA-2016-147256,OFF-BI-10002735,171.55,5,0,15.2388,SA-20830,Second Class,delivered,5/15/2017 20:22,5/18/2017 17:01
CA-2017-121559,OFF-AP-10000326,157.92,5,0.2,26.271,AA-10480,Second Class,processing,6/28/2017 21:28,
CA-2017-167752,TEC-PH-10001254,203.184,2,0.2,48.5392,ZC-21910,First Class,delivered,5/19/2018 16:08,5/24/2018 22:36
CA-2015-121797,OFF-PA-10001950,58.38,7,0,21.0288,GK-14620,Standard Class,delivered,5/17/2018 16:54,6/7/2018 19:46
CA-2017-136308,OFF-PA-10002254,105.52,4,0,1.7901,MG-18145,Same Day,delivered,1/14/2018 16:01,2/14/2018 22:09
CA-2015-137113,OFF-ST-10001590,80.88,6,0,51.4764,EH-13945,Second Class,delivered,8/11/2017 13:26,8/19/2017 12:23
US-2017-122714,OFF-AR-10001547,6.63,3,0,6.8714,TW-21025,Standard Class,delivered,11/28/2017 0:08,11/30/2017 13:58
US-2017-161935,FUR-CH-10004063,457.568,2,0.2,236.2325,CC-12430,Standard Class,delivered,6/1/2018 19:28,6/13/2018 14:16
US-2015-128090,OFF-LA-10002475,14.62,2,0,2.691,CK-12205,Standard Class,delivered,6/21/2018 18:32,6/25/2018 13:49
CA-2017-141439,TEC-PH-10004536,944.93,7,0,1.3596,EG-13900,Standard Class,delivered,5/19/2017 17:08,5/24/2017 11:25
CA-2017-159100,OFF-PA-10002751,5.98,1,0,13.348,FA-14230,Standard Class,delivered,6/6/2018 11:44,6/18/2018 16:12
CA-2015-125976,TEC-AC-10003657,54.384,2,0.2,9.688,BP-11095,Standard Class,delivered,5/18/2018 17:40,6/18/2018 19:24
US-2014-131275,OFF-EN-10001990,28.4,5,0,2.7324,AC-10420,Standard Class,delivered,1/10/2018 21:50,2/8/2018 23:13
CA-2014-120768,OFF-BI-10004002,27.68,2,0.2,-1359.992,AF-10885,Second Class,delivered,3/10/2018 18:40,3/28/2018 13:17
CA-2017-119452,OFF-AR-10004441,9.936,3,0.2,-58.6347,JF-15355,Standard Class,delivered,5/22/2018 22:16,6/7/2018 16:54
US-2017-117723,TEC-MA-10000822,8159.952,8,0.4,-24.858,MO-17800,Second Class,delivered,2/20/2017 1:10,3/29/2017 9:37
CA-2014-122931,OFF-ST-10000991,275.928,3,0.2,6.8136,BM-11140,Standard Class,delivered,12/7/2017 16:25,12/12/2017 17:33
CA-2015-134719,FUR-CH-10004287,1740.06,9,0.3,-453.849,AJ-10945,Standard Class,delivered,3/20/2018 23:19,3/27/2018 19:51
CA-2015-147830,OFF-AR-10002656,32.064,6,0.2,8.9985,MT-18070,First Class,delivered,5/29/2017 23:05,6/22/2017 0:32
CA-2014-116666,OFF-AP-10002518,177.98,5,0.8,9.8418,EM-13960,First Class,delivered,1/29/2018 22:44,2/7/2018 19:16
US-2014-135972,TEC-PH-10003931,143.976,3,0.2,53.2608,BD-11605,Second Class,delivered,2/25/2017 14:34,3/11/2017 8:32
CA-2015-130659,OFF-PA-10000659,20.94,3,0,21.259,LS-16975,Second Class,delivered,1/28/2018 22:35,2/5/2018 16:28
CA-2017-141789,OFF-PA-10001144,110.96,2,0,-131.12,AH-10195,First Class,invoiced,5/26/2017 15:26,
CA-2016-101546,FUR-CH-10003817,340.144,7,0.2,6.552,SP-20650,Standard Class,delivered,7/4/2017 19:37,7/12/2017 17:26
CA-2014-152268,OFF-AP-10000891,52.448,2,0.8,-243.16,AD-10180,Standard Class,delivered,4/24/2017 17:08,5/3/2017 12:58
CA-2017-142090,OFF-LA-10003148,20.16,4,0.2,-11.3372,AG-10675,Standard Class,delivered,8/15/2017 10:23,8/19/2017 16:06
US-2017-118941,OFF-AP-10002684,97.264,4,0.8,-3.7715,CK-12760,Same Day,delivered,7/5/2017 7:54,7/12/2017 17:53
CA-2016-105081,FUR-CH-10004698,396.802,7,0.3,1.4104,AS-10135,Standard Class,delivered,8/9/2017 12:05,8/17/2017 15:33
CA-2014-139892,OFF-SU-10002189,15.88,5,0.2,1.8612,DL-12865,Standard Class,delivered,5/24/2018 12:16,6/4/2018 17:16
CA-2014-141313,OFF-AR-10001940,3.28,1,0,76.6395,BH-11710,Standard Class,delivered,12/1/2017 11:01,12/11/2017 18:09
CA-2015-135622,OFF-ST-10003455,24.816,2,0.2,131.0296,EG-13900,Second Class,delivered,5/13/2018 14:53,5/24/2018 18:18
CA-2014-115812,TEC-AC-10004659,408.744,7,0.2,41.986,DK-13150,Standard Class,delivered,6/5/2018 11:36,6/11/2018 21:38
CA-2017-113418,TEC-PH-10003273,503.96,4,0,7.25,JL-15175,First Class,shipped,1/19/2018 2:49,
CA-2017-115602,TEC-PH-10004896,149.95,5,0,3.4368,MC-17605,Standard Class,delivered,8/18/2018 18:56,8/28/2018 14:58
CA-2017-123491,TEC-AC-10002345,29,2,0,22.984,BP-11095,Standard Class,delivered,10/19/2017 17:15,11/9/2017 23:36
CA-2015-158421,OFF-BI-10001890,7.16,2,0,3.7224,SJ-20125,Standard Class,delivered,3/14/2017 12:50,4/9/2017 9:07
CA-2017-168109,TEC-AC-10002323,176.8,8,0,6.255,BV-11245,Same Day,delivered,6/11/2018 12:37,6/21/2018 21:12
CA-2014-133592,OFF-ST-10001328,37.224,3,0.2,112.392,EA-14035,Standard Class,delivered,1/23/2018 17:23,2/19/2018 17:07
US-2016-102239,OFF-PA-10001950,20.016,3,0.2,20.0928,JD-16060,First Class,unavailable,6/29/2017 20:04,
US-2016-163881,FUR-BO-10002613,899.136,4,0.2,24.8832,BS-11590,Standard Class,delivered,10/7/2017 23:05,10/16/2017 19:52
CA-2014-131387,TEC-PH-10001552,71.76,6,0,46.9764,BF-11020,First Class,delivered,3/25/2018 17:04,4/4/2018 19:28
CA-2014-108147,OFF-PA-10000061,51.84,8,0,6.567,SM-20005,Standard Class,delivered,4/12/2018 7:28,4/20/2018 18:36
US-2017-105998,FUR-BO-10002545,626.352,3,0.2,6.7116,JM-15265,First Class,delivered,3/21/2018 17:19,3/29/2018 12:19
CA-2017-148446,OFF-AR-10003514,19.9,5,0,1.2038,JK-15640,Second Class,delivered,8/17/2018 0:29,8/27/2018 12:21
CA-2017-158729,OFF-EN-10001509,14.28,7,0,1.5876,AH-10195,First Class,delivered,7/9/2017 8:58,7/21/2017 12:44
CA-2016-142335,OFF-AR-10004685,7.408,2,0.2,12.0276,LP-17080,Standard Class,delivered,3/31/2017 2:48,4/13/2017 14:25
US-2016-121013,OFF-AR-10004027,6.048,3,0.2,-2.2586,LC-17140,Standard Class,delivered,5/2/2018 15:25,5/14/2018 14:28
